intercept,intercept,checking_account_status_0,checking_account_status_1,checking_account_status_2,duration,credit_history,purpose,credit_amount,savings_0,savings_1,savings_2,savings_3,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,sex,checking_account_exists,savings_account_exists
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,36,0.6970683513635425,0.7546061580842799,4454.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,4.0,0.6693406121148093,0.7005494505494505,4.0,0.7714590159329857,34.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,0,1,0,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,24,0.6866836236045506,0.7546061580842799,3235.0,2.7755575615628907e-17,-0.5345224838248488,2.4980018054066027e-16,0.7171371656006363,0.7272984196920017,3.0,0.6531455209149938,0.7005494505494505,2.0,0.6983453103597703,26.0,0.7261538461538461,0.7419928825622776,1.0,0.6921218297353867,1,1,1,1,0,1
1,1,0.6708203932499369,0.5000000000000002,0.2236067977499789,15,0.6866836236045506,0.7546061580842799,2327.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.6406262798962372,2.0,0.6693406121148093,0.7005494505494505,3.0,0.7714590159329857,25.0,0.7261538461538461,0.7419928825622776,1.0,0.7075985862388314,1,0,1,0,1,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,24,0.6970683513635425,0.7546061580842799,6403.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.6406262798962372,1.0,0.7235864647523245,0.7005494505494505,2.0,0.6983453103597703,33.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,1,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,15,0.6866836236045506,0.7546061580842799,1444.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.6406262798962372,4.0,0.7235864647523245,0.7005494505494505,1.0,0.7043075829279412,23.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,1,0
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,12,0.6866836236045506,0.7546061580842799,1092.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,4.0,0.6693406121148093,0.8372093023255814,4.0,0.7714590159329857,49.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,1,1,0,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,24,0.6970683513635425,0.6754601969723317,3863.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,1.0,0.7235864647523245,0.7005494505494505,2.0,0.5847562173989321,32.0,0.7261538461538461,0.574468085106383,1.0,0.6995580668562515,1,0,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,36,0.6970683513635425,0.66575450774055,10875.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7272984196920017,2.0,0.7235864647523245,0.7005494505494505,2.0,0.6983453103597703,45.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,2,1,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,24,0.8051127053968411,0.6754601969723317,4526.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,3.0,0.7235864647523245,0.7005494505494505,2.0,0.7714590159329857,74.0,0.7261538461538461,0.7419928825622776,1.0,0.6921218297353867,1,1,1,1,0,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,36,0.6970683513635425,0.66575450774055,8086.0,0.31622776601683794,-0.2672612419124246,-0.6324555320336761,-0.47809144373375706,0.7272984196920017,2.0,0.7235864647523245,0.7005494505494505,4.0,0.6983453103597703,42.0,0.7261538461538461,0.7419928825622776,4.0,0.6921218297353867,1,1,1,1,1,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,36,0.6866836236045506,0.6805505287917223,3620.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,1.0,0.7235864647523245,0.8372093023255814,2.0,0.7043075829279412,37.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,2,0,1,1,1,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,10,0.8051127053968411,0.6805505287917223,2132.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.6406262798962372,2.0,0.6693406121148093,0.5172413793103449,3.0,0.7714590159329857,27.0,0.7261538461538461,0.625,2.0,0.6995580668562515,1,0,0,0,1,0
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,10,0.6866836236045506,0.7546061580842799,1924.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,1.0,0.7235864647523245,0.7005494505494505,4.0,0.7043075829279412,38.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,1,0,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,6,0.6866836236045506,0.7546061580842799,1346.0,0.31622776601683794,-0.2672612419124246,-0.6324555320336761,-0.47809144373375706,0.7272984196920017,2.0,0.7235864647523245,0.7005494505494505,4.0,0.5847562173989321,42.0,0.584070796460177,0.574468085106383,1.0,0.6995580668562515,2,1,1,1,0,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,24,0.6866836236045506,0.6440780781898363,11328.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,2.0,0.7235864647523245,0.5172413793103449,3.0,0.6983453103597703,29.0,0.584070796460177,0.7419928825622776,2.0,0.6921218297353867,1,1,1,1,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,33,0.6970683513635425,0.6754601969723317,2764.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,2.0,0.6693406121148093,0.7005494505494505,2.0,0.6983453103597703,26.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,1,1,0,0,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,18,0.8051127053968411,0.6754601969723317,1887.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.7045611311849233,4.0,0.708985215717965,0.7005494505494505,4.0,0.7714590159329857,28.0,0.584070796460177,0.7419928825622776,2.0,0.6995580668562515,1,0,1,1,1,0
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,24,0.8051127053968411,0.6224840907811002,2058.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,4.0,0.6531455209149938,0.7005494505494505,2.0,0.7714590159329857,33.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,1,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,9,0.6866836236045506,0.7546061580842799,1478.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.741201452751385,4.0,0.7235864647523245,0.7005494505494505,2.0,0.6983453103597703,22.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,0,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,24,0.6970683513635425,0.66575450774055,1333.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.6335555788990985,4.0,0.7235864647523245,0.7005494505494505,2.0,0.7714590159329857,43.0,0.7261538461538461,0.574468085106383,2.0,0.6995580668562515,2,0,1,1,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,48,0.6866836236045506,0.6754601969723317,3914.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.7045611311849233,4.0,0.6531455209149938,0.7005494505494505,2.0,0.7714590159329857,38.0,0.584070796460177,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,0,0
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,15,0.8051127053968411,0.6805505287917223,1520.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.7272984196920017,4.0,0.7235864647523245,0.7005494505494505,4.0,0.7043075829279412,63.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,0,0
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,36,0.6866836236045506,0.6805505287917223,5179.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.741201452751385,4.0,0.7235864647523245,0.7005494505494505,2.0,0.7043075829279412,29.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,18,0.6866836236045506,0.6805505287917223,1984.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,4.0,0.7235864647523245,0.7005494505494505,4.0,0.5847562173989321,47.0,0.584070796460177,0.574468085106383,2.0,0.6995580668562515,1,0,1,1,0,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,48,0.6866836236045506,0.7005119723272621,3051.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,3.0,0.7235864647523245,0.7005494505494505,4.0,0.6983453103597703,54.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,36,0.8051127053968411,0.7546061580842799,9566.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,2.0,0.6693406121148093,0.7005494505494505,2.0,0.6983453103597703,31.0,0.6216216216216216,0.7419928825622776,2.0,0.6995580668562515,1,0,1,0,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,24,0.8051127053968411,0.6805505287917223,2028.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.741201452751385,2.0,0.7235864647523245,0.7005494505494505,2.0,0.7043075829279412,30.0,0.7261538461538461,0.7419928825622776,2.0,0.7075985862388314,1,0,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,12,0.8051127053968411,0.7546061580842799,717.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7272984196920017,4.0,0.7235864647523245,0.7005494505494505,4.0,0.7714590159329857,52.0,0.7261538461538461,0.7419928825622776,3.0,0.6995580668562515,1,0,1,1,0,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,54,0.4679815937821387,0.6754601969723317,15945.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.6406262798962372,3.0,0.7235864647523245,0.7005494505494505,4.0,0.5847562173989321,58.0,0.7261538461538461,0.625,1.0,0.6995580668562515,1,1,1,1,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,36,0.4679815937821387,0.6224840907811002,2613.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,4.0,0.7235864647523245,0.7005494505494505,2.0,0.6983453103597703,27.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,0,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,24,0.6866836236045506,0.66575450774055,1474.0,0.31622776601683794,-0.2672612419124246,-0.6324555320336761,-0.47809144373375706,0.6406262798962372,4.0,0.708985215717965,0.7005494505494505,3.0,0.7714590159329857,33.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,1,1,1,0,1
1,1,0.6708203932499369,0.5000000000000002,0.2236067977499789,36,0.6866836236045506,0.7546061580842799,3913.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,2.0,0.7235864647523245,0.7005494505494505,2.0,0.7714590159329857,23.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,1,1,1,1,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,9,0.8051127053968411,0.6805505287917223,1919.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.741201452751385,4.0,0.7235864647523245,0.7005494505494505,3.0,0.6983453103597703,35.0,0.7261538461538461,0.625,1.0,0.6995580668562515,1,1,1,1,1,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,12,0.6866836236045506,0.7546061580842799,727.0,0.31622776601683794,-0.2672612419124246,-0.6324555320336761,-0.47809144373375706,0.6406262798962372,4.0,0.708985215717965,0.7005494505494505,3.0,0.5847562173989321,33.0,0.7261538461538461,0.7419928825622776,1.0,0.7075985862388314,1,1,1,1,1,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,15,0.8051127053968411,0.6805505287917223,1433.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,4.0,0.6693406121148093,0.7005494505494505,3.0,0.7043075829279412,25.0,0.7261538461538461,0.625,2.0,0.6995580668562515,1,0,1,0,1,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,12,0.6866836236045506,0.7546061580842799,1680.0,2.7755575615628907e-17,-0.5345224838248488,2.4980018054066027e-16,0.7171371656006363,0.7272984196920017,3.0,0.708985215717965,0.7005494505494505,1.0,0.7714590159329857,35.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,12,0.8051127053968411,0.7546061580842799,1655.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7272984196920017,2.0,0.7235864647523245,0.7005494505494505,4.0,0.7714590159329857,63.0,0.7261538461538461,0.7419928825622776,2.0,0.7075985862388314,1,1,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,15,0.6866836236045506,0.7785861673633174,4657.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,3.0,0.7235864647523245,0.7005494505494505,2.0,0.6983453103597703,30.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,1,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,30,0.8051127053968411,0.7546061580842799,5771.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.741201452751385,4.0,0.6693406121148093,0.7005494505494505,2.0,0.6983453103597703,25.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,0,1,0,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,11,0.6866836236045506,0.6754601969723317,2142.0,0.632455532033676,0.5345224838248488,0.31622776601683766,0.11952286093343911,0.7272984196920017,1.0,0.6531455209149938,0.7005494505494505,2.0,0.7714590159329857,28.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,1,1,1,0,1
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,36,0.6866836236045506,0.7785861673633174,5493.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7272984196920017,2.0,0.7235864647523245,0.7005494505494505,4.0,0.5847562173989321,42.0,0.7261538461538461,0.574468085106383,1.0,0.6995580668562515,2,0,1,1,1,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,12,0.6866836236045506,0.6805505287917223,3017.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.6406262798962372,3.0,0.6693406121148093,0.7005494505494505,1.0,0.7714590159329857,34.0,0.7261538461538461,0.625,1.0,0.6921218297353867,1,0,1,0,1,1
1,1,0.6708203932499369,0.5000000000000002,0.2236067977499789,24,0.8051127053968411,0.7546061580842799,3148.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.7045611311849233,3.0,0.7235864647523245,0.7005494505494505,2.0,0.6983453103597703,31.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,1,1,1,1,0
1,1,0.223606797749979,-0.5000000000000002,-0.6708203932499368,12,0.4679815937821387,0.66575450774055,1082.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,4.0,0.7235864647523245,0.7005494505494505,4.0,0.6983453103597703,48.0,0.584070796460177,0.7419928825622776,2.0,0.6995580668562515,1,0,1,1,1,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,48,0.4679815937821387,0.66575450774055,8358.0,2.7755575615628907e-17,-0.5345224838248488,2.4980018054066027e-16,0.7171371656006363,0.6406262798962372,1.0,0.6693406121148093,0.7005494505494505,1.0,0.6983453103597703,30.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,0,1,0,1,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,4,0.6866836236045506,0.6805505287917223,601.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.6406262798962372,1.0,0.6693406121148093,0.7005494505494505,3.0,0.7714590159329857,23.0,0.7261538461538461,0.625,1.0,0.7075985862388314,2,0,1,0,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,36,0.6866836236045506,0.7546061580842799,2299.0,2.7755575615628907e-17,-0.5345224838248488,2.4980018054066027e-16,0.7171371656006363,0.7272984196920017,4.0,0.7235864647523245,0.7005494505494505,4.0,0.6983453103597703,39.0,0.7261538461538461,0.7419928825622776,1.0,0.6995580668562515,1,0,1,1,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,6,0.6866836236045506,0.7785861673633174,1236.0,2.7755575615628907e-17,-0.5345224838248488,2.4980018054066027e-16,0.7171371656006363,0.7045611311849233,2.0,0.7235864647523245,0.7005494505494505,4.0,0.7043075829279412,50.0,0.7261538461538461,0.625,1.0,0.6995580668562515,1,0,1,1,0,1
1,1,-0.22360679774997894,-0.49999999999999994,0.670820393249937,24,0.6970683513635425,0.6805505287917223,2333.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.6406262798962372,4.0,0.7235864647523245,0.7005494505494505,2.0,0.7043075829279412,29.0,0.584070796460177,0.7419928825622776,1.0,0.7075985862388314,1,0,1,1,1,0
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,18,0.8051127053968411,0.7546061580842799,2238.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,2.0,0.6693406121148093,0.7005494505494505,1.0,0.6983453103597703,25.0,0.7261538461538461,0.7419928825622776,2.0,0.6995580668562515,1,0,1,0,0,1
1,1,-0.6708203932499368,0.49999999999999994,-0.22360679774997902,22,0.6866836236045506,0.66575450774055,1283.0,-0.6324555320336757,0.5345224838248487,-0.3162277660168377,0.11952286093343946,0.741201452751385,4.0,0.6693406121148093,0.7005494505494505,4.0,0.7043075829279412,25.0,0.7261538461538461,0.625,1.0,0.6995580668562515,1,0,1,0,0,0
1,1,0.6708203932499369,0.5000000000000002,0.2236067977499789,6,0.8051127053968411,0.66575450774055,1299.0,-0.31622776601683794,-0.2672612419124245,0.6324555320336761,-0.47809144373375784,0.7045611311849233,1.0,0.7235864647523245,0.7005494505494505,1.0,0.7714590159329857,74.0,0.7261538461538461,0.7419928825622776,3.0,0.7546201179795702,2,0,0,1,1,1
