checking_account_status_0,checking_account_status_1,checking_account_status_2,duration,credit_history,purpose,credit_amount,savings_0,savings_1,savings_2,savings_3,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,sex,checking_account_exists,savings_account_exists
0,1,0,15,0.8306775210084033,0.7828248898678414,1537.0,0,0,0,1,0.7354126794258372,4.0,0.7278451276102088,0.8341193181818182,4.0,0.7834136771300448,50.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,1,1,1,1,0
0,1,1,24,0.41753125,0.6669051724137931,3552.0,0,0,1,0,0.7531555944055944,3.0,0.7278451276102088,0.7005504115226338,4.0,0.6977741635687732,27.0,0.5850986842105264,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,1,1,24,0.6817565165876778,0.6416283783783784,1442.0,0,0,1,0,0.7531555944055944,4.0,0.6628507905138339,0.7005504115226338,4.0,0.6977741635687732,23.0,0.7261155913978495,0.6255258620689655,2.0,0.699222709551657,1,0,1,0,1,1
0,0,1,36,0.6957321428571429,0.7828248898678414,4454.0,0,0,1,0,0.7056437969924811,4.0,0.6628507905138339,0.7005504115226338,4.0,0.7834136771300448,34.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,0,0,1
0,0,1,24,0.6817565165876778,0.7828248898678414,3235.0,0,0,1,1,0.7354126794258372,3.0,0.6442151162790698,0.7005504115226338,2.0,0.6977741635687732,26.0,0.7261155913978495,0.741920515097691,1.0,0.6903618421052632,1,1,1,1,0,1
1,0,0,15,0.6817565165876778,0.7828248898678414,2327.0,0,0,1,0,0.6192946428571429,2.0,0.6628507905138339,0.7005504115226338,3.0,0.7834136771300448,25.0,0.7261155913978495,0.741920515097691,1.0,0.708812893081761,1,0,1,0,1,1
0,1,0,24,0.6957321428571429,0.7828248898678414,6403.0,0,0,1,0,0.6192946428571429,1.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,33.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,1,0,15,0.6817565165876778,0.7828248898678414,1444.0,0,0,0,1,0.6192946428571429,4.0,0.7278451276102088,0.7005504115226338,1.0,0.7048980978260869,23.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,0
0,1,0,12,0.6817565165876778,0.7828248898678414,1092.0,0,0,1,0,0.7056437969924811,4.0,0.6628507905138339,0.8341193181818182,4.0,0.7834136771300448,49.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,1,1,0,1,1
0,0,1,24,0.6957321428571429,0.6584577922077922,3863.0,0,0,1,0,0.7056437969924811,1.0,0.7278451276102088,0.7005504115226338,2.0,0.560166015625,32.0,0.7261155913978495,0.5758026315789474,1.0,0.699222709551657,1,0,1,1,0,1
0,0,1,36,0.6957321428571429,0.6416283783783784,10875.0,0,0,1,0,0.7354126794258372,2.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,45.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,2,1,1,1,0,1
0,0,1,24,0.8306775210084033,0.6584577922077922,4526.0,0,0,1,0,0.7056437969924811,3.0,0.7278451276102088,0.7005504115226338,2.0,0.7834136771300448,74.0,0.7261155913978495,0.741920515097691,1.0,0.6903618421052632,1,1,1,1,0,1
0,1,0,36,0.6957321428571429,0.6416283783783784,8086.0,0,1,0,0,0.7354126794258372,2.0,0.7278451276102088,0.7005504115226338,4.0,0.6977741635687732,42.0,0.7261155913978495,0.741920515097691,4.0,0.6903618421052632,1,1,1,1,1,1
0,1,1,36,0.6817565165876778,0.6669051724137931,3620.0,0,0,1,0,0.7056437969924811,1.0,0.7278451276102088,0.8341193181818182,2.0,0.7048980978260869,37.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,2,0,1,1,1,1
0,1,1,10,0.8306775210084033,0.6669051724137931,2132.0,0,0,0,1,0.6192946428571429,2.0,0.6628507905138339,0.523375,3.0,0.7834136771300448,27.0,0.7261155913978495,0.6255258620689655,2.0,0.699222709551657,1,0,0,0,1,0
0,0,1,10,0.6817565165876778,0.7828248898678414,1924.0,0,0,1,0,0.7056437969924811,1.0,0.7278451276102088,0.7005504115226338,4.0,0.7048980978260869,38.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,0,1,0,1
0,0,1,6,0.6817565165876778,0.7828248898678414,1346.0,0,1,0,0,0.7354126794258372,2.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,42.0,0.5850986842105264,0.5758026315789474,1.0,0.699222709551657,2,1,1,1,0,1
0,1,0,24,0.6817565165876778,0.6092045454545455,11328.0,0,0,1,0,0.7056437969924811,2.0,0.7278451276102088,0.523375,3.0,0.6977741635687732,29.0,0.5850986842105264,0.741920515097691,2.0,0.6903618421052632,1,1,1,1,1,1
0,0,1,33,0.6957321428571429,0.6584577922077922,2764.0,0,0,1,0,0.7056437969924811,2.0,0.6628507905138339,0.7005504115226338,2.0,0.6977741635687732,26.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,1,1,0,0,1
0,1,0,18,0.8306775210084033,0.6584577922077922,1887.0,0,0,0,1,0.7056437969924811,4.0,0.7104058441558442,0.7005504115226338,4.0,0.7834136771300448,28.0,0.5850986842105264,0.741920515097691,2.0,0.699222709551657,1,0,1,1,1,0
0,0,1,24,0.8306775210084033,0.5706617647058824,2058.0,0,0,1,0,0.7056437969924811,4.0,0.6442151162790698,0.7005504115226338,2.0,0.7834136771300448,33.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,1,1,1,0,1
0,0,1,9,0.6817565165876778,0.7828248898678414,1478.0,0,0,1,0,0.7531555944055944,4.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,22.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,0,1
0,1,1,24,0.6957321428571429,0.6416283783783784,1333.0,0,0,1,0,0.6106648936170214,4.0,0.7278451276102088,0.7005504115226338,2.0,0.7834136771300448,43.0,0.7261155913978495,0.5758026315789474,2.0,0.699222709551657,2,0,1,1,1,1
0,0,1,48,0.6817565165876778,0.6584577922077922,3914.0,0,0,0,1,0.7056437969924811,4.0,0.6442151162790698,0.7005504115226338,2.0,0.7834136771300448,38.0,0.5850986842105264,0.741920515097691,1.0,0.699222709551657,1,0,1,1,0,0
0,0,1,15,0.8306775210084033,0.6669051724137931,1520.0,0,0,0,1,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,4.0,0.7048980978260869,63.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,0,0
0,1,1,36,0.6817565165876778,0.6669051724137931,5179.0,0,0,1,0,0.7531555944055944,4.0,0.7278451276102088,0.7005504115226338,2.0,0.7048980978260869,29.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,0,1,18,0.6817565165876778,0.6669051724137931,1984.0,0,0,1,0,0.7056437969924811,4.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,47.0,0.5850986842105264,0.5758026315789474,2.0,0.699222709551657,1,0,1,1,0,1
0,1,1,48,0.6817565165876778,0.7001136363636363,3051.0,0,0,1,0,0.7056437969924811,3.0,0.7278451276102088,0.7005504115226338,4.0,0.6977741635687732,54.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,0,1,36,0.8306775210084033,0.7828248898678414,9566.0,0,0,1,0,0.7056437969924811,2.0,0.6628507905138339,0.7005504115226338,2.0,0.6977741635687732,31.0,0.6237171052631579,0.741920515097691,2.0,0.699222709551657,1,0,1,0,0,1
0,0,1,24,0.8306775210084033,0.6669051724137931,2028.0,0,0,1,0,0.7531555944055944,2.0,0.7278451276102088,0.7005504115226338,2.0,0.7048980978260869,30.0,0.7261155913978495,0.741920515097691,2.0,0.708812893081761,1,0,1,1,0,1
0,0,1,12,0.8306775210084033,0.7828248898678414,717.0,0,0,1,0,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,4.0,0.7834136771300448,52.0,0.7261155913978495,0.741920515097691,3.0,0.699222709551657,1,0,1,1,0,1
0,1,0,54,0.3914642857142857,0.6584577922077922,15945.0,0,0,1,0,0.6192946428571429,3.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,58.0,0.7261155913978495,0.6255258620689655,1.0,0.699222709551657,1,1,1,1,1,1
0,0,1,36,0.3914642857142857,0.5706617647058824,2613.0,0,0,1,0,0.7056437969924811,4.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,27.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,1,0,1
0,0,1,24,0.6817565165876778,0.6416283783783784,1474.0,0,1,0,0,0.6192946428571429,4.0,0.7104058441558442,0.7005504115226338,3.0,0.7834136771300448,33.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,0,1
1,0,0,36,0.6817565165876778,0.7828248898678414,3913.0,0,0,1,0,0.7056437969924811,2.0,0.7278451276102088,0.7005504115226338,2.0,0.7834136771300448,23.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,1,1
0,1,0,9,0.8306775210084033,0.6669051724137931,1919.0,0,0,1,0,0.7531555944055944,4.0,0.7278451276102088,0.7005504115226338,3.0,0.6977741635687732,35.0,0.7261155913978495,0.6255258620689655,1.0,0.699222709551657,1,1,1,1,1,1
0,1,1,12,0.6817565165876778,0.7828248898678414,727.0,0,1,0,0,0.6192946428571429,4.0,0.7104058441558442,0.7005504115226338,3.0,0.560166015625,33.0,0.7261155913978495,0.741920515097691,1.0,0.708812893081761,1,1,1,1,1,1
0,1,1,15,0.8306775210084033,0.6669051724137931,1433.0,0,0,1,0,0.7056437969924811,4.0,0.6628507905138339,0.7005504115226338,3.0,0.7048980978260869,25.0,0.7261155913978495,0.6255258620689655,2.0,0.699222709551657,1,0,1,0,1,1
0,1,1,12,0.6817565165876778,0.7828248898678414,1680.0,0,0,1,1,0.7354126794258372,3.0,0.7104058441558442,0.7005504115226338,1.0,0.7834136771300448,35.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,0,1,12,0.8306775210084033,0.7828248898678414,1655.0,0,0,1,0,0.7354126794258372,2.0,0.7278451276102088,0.7005504115226338,4.0,0.7834136771300448,63.0,0.7261155913978495,0.741920515097691,2.0,0.708812893081761,1,1,1,1,0,1
0,0,1,15,0.6817565165876778,0.8147869318181818,4657.0,0,0,1,0,0.7056437969924811,3.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,30.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,0,1
0,0,1,30,0.8306775210084033,0.7828248898678414,5771.0,0,0,1,0,0.7531555944055944,4.0,0.6628507905138339,0.7005504115226338,2.0,0.6977741635687732,25.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,0,0,1
0,0,1,11,0.6817565165876778,0.6584577922077922,2142.0,0,1,0,1,0.7354126794258372,1.0,0.6442151162790698,0.7005504115226338,2.0,0.7834136771300448,28.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,0,1
0,1,1,36,0.6817565165876778,0.8147869318181818,5493.0,0,0,1,0,0.7354126794258372,2.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,42.0,0.7261155913978495,0.5758026315789474,1.0,0.699222709551657,2,0,1,1,1,1
0,1,0,12,0.6817565165876778,0.6669051724137931,3017.0,0,0,1,0,0.6192946428571429,3.0,0.6628507905138339,0.7005504115226338,1.0,0.7834136771300448,34.0,0.7261155913978495,0.6255258620689655,1.0,0.6903618421052632,1,0,1,0,1,1
1,0,0,24,0.8306775210084033,0.7828248898678414,3148.0,0,0,0,1,0.7056437969924811,3.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,31.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,1,1,1,1,0
0,1,1,12,0.3914642857142857,0.6416283783783784,1082.0,0,0,1,0,0.7056437969924811,4.0,0.7278451276102088,0.7005504115226338,4.0,0.6977741635687732,48.0,0.5850986842105264,0.741920515097691,2.0,0.699222709551657,1,0,1,1,1,1
0,1,0,48,0.3914642857142857,0.6416283783783784,8358.0,0,0,1,1,0.6192946428571429,1.0,0.6628507905138339,0.7005504115226338,1.0,0.6977741635687732,30.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,0,1,1
0,0,1,4,0.6817565165876778,0.6669051724137931,601.0,0,0,1,0,0.6192946428571429,1.0,0.6628507905138339,0.7005504115226338,3.0,0.7834136771300448,23.0,0.7261155913978495,0.6255258620689655,1.0,0.708812893081761,2,0,1,0,0,1
0,0,1,36,0.6817565165876778,0.7828248898678414,2299.0,0,0,1,1,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,4.0,0.6977741635687732,39.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,0,1
0,0,1,6,0.6817565165876778,0.8147869318181818,1236.0,0,0,1,1,0.7056437969924811,2.0,0.7278451276102088,0.7005504115226338,4.0,0.7048980978260869,50.0,0.7261155913978495,0.6255258620689655,1.0,0.699222709551657,1,0,1,1,0,1
0,1,0,24,0.6957321428571429,0.6669051724137931,2333.0,0,0,0,1,0.6192946428571429,4.0,0.7278451276102088,0.7005504115226338,2.0,0.7048980978260869,29.0,0.5850986842105264,0.741920515097691,1.0,0.708812893081761,1,0,1,1,1,0
0,0,1,18,0.8306775210084033,0.7828248898678414,2238.0,0,0,1,0,0.7056437969924811,2.0,0.6628507905138339,0.7005504115226338,1.0,0.6977741635687732,25.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,0,0,1
0,0,1,22,0.6817565165876778,0.6416283783783784,1283.0,0,0,0,1,0.7531555944055944,4.0,0.6628507905138339,0.7005504115226338,4.0,0.7048980978260869,25.0,0.7261155913978495,0.6255258620689655,1.0,0.699222709551657,1,0,1,0,0,0
1,0,0,6,0.8306775210084033,0.6416283783783784,1299.0,0,0,1,0,0.7056437969924811,1.0,0.7278451276102088,0.7005504115226338,1.0,0.7834136771300448,74.0,0.7261155913978495,0.741920515097691,3.0,0.7611805555555555,2,0,0,1,1,1
0,1,0,24,0.6817565165876778,0.6669051724137931,4351.0,0,0,0,1,0.7056437969924811,1.0,0.6628507905138339,0.7005504115226338,4.0,0.7048980978260869,48.0,0.7261155913978495,0.741920515097691,1.0,0.708812893081761,1,1,1,0,1,0
0,0,1,24,0.6817565165876778,0.7828248898678414,3430.0,0,0,1,1,0.7354126794258372,3.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,31.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,2,1,1,1,0,1
0,1,0,7,0.6817565165876778,0.7828248898678414,2415.0,0,0,1,0,0.7056437969924811,3.0,0.7278451276102088,0.8341193181818182,2.0,0.7834136771300448,34.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,0,1,12,0.8306775210084033,0.7828248898678414,2331.0,0,0,0,1,0.7354126794258372,1.0,0.7278451276102088,0.523375,4.0,0.7834136771300448,49.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,0,0
0,1,0,24,0.8306775210084033,0.8147869318181818,7758.0,0,1,0,1,0.7354126794258372,2.0,0.6628507905138339,0.7005504115226338,4.0,0.560166015625,29.0,0.7261155913978495,0.6255258620689655,1.0,0.699222709551657,1,0,1,0,1,1
0,1,0,6,0.6817565165876778,0.7828248898678414,753.0,0,0,1,0,0.7056437969924811,2.0,0.6628507905138339,0.8341193181818182,3.0,0.7834136771300448,64.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,0,1,1
0,0,1,36,0.6817565165876778,0.7828248898678414,2394.0,0,0,0,1,0.7056437969924811,4.0,0.6628507905138339,0.7005504115226338,4.0,0.6977741635687732,25.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,0,0,0
0,0,1,10,0.6817565165876778,0.8556944444444444,894.0,0,0,0,1,0.7531555944055944,4.0,0.6628507905138339,0.7005504115226338,3.0,0.7048980978260869,40.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,0,0,0
0,1,0,18,0.8306775210084033,0.6669051724137931,6361.0,0,0,1,0,0.7354126794258372,2.0,0.7278451276102088,0.7005504115226338,1.0,0.560166015625,41.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,1,1
0,1,0,10,0.6817565165876778,0.6416283783783784,7308.0,0,0,1,0,0.6106648936170214,2.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,70.0,0.5850986842105264,0.5758026315789474,1.0,0.6903618421052632,1,1,1,1,1,1
0,0,1,18,0.8306775210084033,0.7828248898678414,1169.0,0,0,0,1,0.7056437969924811,4.0,0.7278451276102088,0.7005504115226338,3.0,0.7048980978260869,29.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,1,1,1,0,0
0,1,1,24,0.6817565165876778,0.6669051724137931,2996.0,0,0,0,1,0.7056437969924811,2.0,0.7104058441558442,0.7005504115226338,4.0,0.6977741635687732,20.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,0
0,1,0,9,0.6817565165876778,0.7828248898678414,458.0,0,0,1,0,0.7056437969924811,4.0,0.7278451276102088,0.7005504115226338,3.0,0.7834136771300448,24.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,1,1,12,0.8306775210084033,0.8147869318181818,1526.0,0,0,1,0,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,66.0,0.7261155913978495,0.5758026315789474,2.0,0.6903618421052632,1,0,1,1,1,1
0,0,1,18,0.8306775210084033,0.7828248898678414,629.0,0,0,1,1,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,3.0,0.7048980978260869,32.0,0.5850986842105264,0.741920515097691,2.0,0.6903618421052632,1,1,1,1,0,1
0,0,1,12,0.8306775210084033,0.5706617647058824,996.0,0,0,0,1,0.7531555944055944,4.0,0.6628507905138339,0.7005504115226338,4.0,0.7834136771300448,23.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,0,0,0
0,1,1,12,0.6817565165876778,0.7001136363636363,741.0,0,1,0,0,0.6106648936170214,4.0,0.6628507905138339,0.7005504115226338,3.0,0.7048980978260869,22.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,0,1,1
0,1,1,20,0.8306775210084033,0.6669051724137931,4272.0,0,0,1,0,0.7354126794258372,1.0,0.6628507905138339,0.7005504115226338,4.0,0.7048980978260869,24.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,0,1,1
0,1,0,15,0.6817565165876778,0.6416283783783784,2631.0,0,1,0,0,0.7056437969924811,2.0,0.6628507905138339,0.7005504115226338,4.0,0.6977741635687732,28.0,0.7261155913978495,0.6255258620689655,2.0,0.699222709551657,1,1,1,0,1,1
0,0,1,24,0.6817565165876778,0.6584577922077922,1258.0,0,0,1,0,0.7531555944055944,4.0,0.7278451276102088,0.7005504115226338,1.0,0.7834136771300448,25.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,0,1
0,1,1,24,0.6817565165876778,0.6669051724137931,2359.0,0,1,0,0,0.6106648936170214,1.0,0.6442151162790698,0.7005504115226338,1.0,0.7048980978260869,33.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,1,1,1
0,0,1,15,0.8306775210084033,0.8147869318181818,3368.0,0,1,0,1,0.7354126794258372,3.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,23.0,0.7261155913978495,0.6255258620689655,2.0,0.699222709551657,1,1,1,1,0,1
0,1,0,30,0.6817565165876778,0.7828248898678414,1715.0,0,0,0,1,0.7056437969924811,4.0,0.6628507905138339,0.7005504115226338,1.0,0.6977741635687732,26.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,0,1,0,1,0
0,0,1,21,0.6817565165876778,0.7828248898678414,3160.0,0,0,0,1,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,3.0,0.7048980978260869,41.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,0,0
0,1,1,21,0.6957321428571429,0.51753125,3414.0,0,0,1,0,0.6192946428571429,2.0,0.7278451276102088,0.7005504115226338,1.0,0.7048980978260869,26.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,0,1,1,1,1
0,1,1,8,0.8306775210084033,0.6416283783783784,3398.0,0,0,1,0,0.7531555944055944,1.0,0.7278451276102088,0.7005504115226338,4.0,0.7834136771300448,39.0,0.7261155913978495,0.741920515097691,2.0,0.708812893081761,1,0,0,1,1,1
0,0,1,24,0.8306775210084033,0.8147869318181818,4042.0,0,0,0,1,0.7531555944055944,3.0,0.7278451276102088,0.7005504115226338,4.0,0.7048980978260869,43.0,0.7261155913978495,0.741920515097691,2.0,0.699222709551657,1,1,1,1,0,0
0,1,1,12,0.41753125,0.6416283783783784,697.0,0,0,1,0,0.6192946428571429,4.0,0.7278451276102088,0.7005504115226338,2.0,0.6977741635687732,46.0,0.5850986842105264,0.741920515097691,2.0,0.699222709551657,1,1,1,1,1,1
0,1,1,24,0.41753125,0.6669051724137931,3349.0,0,0,1,1,0.6192946428571429,4.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,30.0,0.7261155913978495,0.5758026315789474,1.0,0.699222709551657,2,1,1,1,1,1
0,1,0,12,0.6817565165876778,0.6416283783783784,1318.0,0,1,0,1,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,4.0,0.7834136771300448,54.0,0.7261155913978495,0.741920515097691,1.0,0.699222709551657,1,1,1,1,1,1
0,0,1,10,0.6817565165876778,0.51753125,727.0,0,0,1,1,0.7354126794258372,4.0,0.7278451276102088,0.7005504115226338,4.0,0.560166015625,46.0,0.7261155913978495,0.5758026315789474,1.0,0.699222709551657,1,1,1,1,0,1
0,1,0,6,0.41753125,0.51753125,433.0,0,1,0,1,0.6192946428571429,4.0,0.6628507905138339,0.7005504115226338,2.0,0.7048980978260869,24.0,0.5850986842105264,0.6255258620689655,1.0,0.699222709551657,2,0,1,0,1,1
0,0,1,15,0.6817565165876778,0.6669051724137931,2708.0,0,0,1,0,0.6192946428571429,2.0,0.7278451276102088,0.7005504115226338,3.0,0.7048980978260869,27.0,0.5850986842105264,0.741920515097691,2.0,0.708812893081761,1,0,1,1,0,1
0,1,1,24,0.8306775210084033,0.7828248898678414,1231.0,0,1,0,1,0.7354126794258372,4.0,0.6628507905138339,0.7005504115226338,4.0,0.7048980978260869,57.0,0.7261155913978495,0.6255258620689655,2.0,0.6903618421052632,1,1,1,0,1,1
